grid_id,lat,lon,geom,prediction
23,33.74973850664837,-118.31528742489289,"POLYGON((-118.32066615906336 33.74521680213959,-118.30987483945714 33.74524507763126,-118.30990811079818 33.75426005138039,-118.32070058905569 33.75423177281717,-118.32066615906336 33.74521680213959))",9.11885665417048
24,33.74976629973349,-118.30449552237863,"POLYGON((-118.30987483945714 33.74524507763126,-118.29908351270777 33.7452723852906,-118.29911562539522 33.75428736200609,-118.30990811079818 33.75426005138039,-118.30987483945714 33.74524507763126))",11.798678442021519
25,33.74979312493321,-118.29370361284448,"POLYGON((-118.29908351270777 33.7452723852906,-118.28829217906402 33.74529872511664,-118.28832313309563 33.754313704693395,-118.29911562539522 33.75428736200609,-118.29908351270777 33.7452723852906))",14.613882653388275
26,33.75849626811415,-118.40166548686143,"POLYGON((-118.40704012802018 33.75397069868838,-118.39624771588407 33.7540067207129,-118.39629026550037 33.7630216781686,-118.4070838365153 33.76298565223152,-118.40704012802018 33.75397069868838))",6.106151301644531
27,33.75853180810453,-118.3908724907069,"POLYGON((-118.39624771588407 33.7540067207129,-118.38545529461189 33.75404177480881,-118.38549668534642 33.76305673607192,-118.39629026550037 33.7630216781686,-118.39624771588407 33.7540067207129))",6.104057696409495
28,33.75856638011312,-118.38007948553923,"POLYGON((-118.38545529461189 33.75404177480881,-118.37466286445247 33.754075860974915,-118.37470309630237 33.76309082594029,-118.38549668534642 33.76305673607192,-118.38545529461189 33.75404177480881))",6.400379217891485
29,33.758599984138705,-118.36928647160737,"POLYGON((-118.37466286445247 33.754075860974915,-118.36387042565465 33.75410897920996,-118.36390949861713 33.76312394777248,-118.37470309630237 33.76309082594029,-118.37466286445247 33.754075860974915))",6.329020996871188
30,33.7586326201801,-118.35849344916014,"POLYGON((-118.36387042565465 33.75410897920996,-118.35307797846721 33.75414112951281,-118.35311589253959 33.763156101567354,-118.36390949861713 33.76312394777248,-118.36387042565465 33.75410897920996))",6.133595064426894
31,33.758664288236176,-118.34770041844635,"POLYGON((-118.35307797846721 33.75414112951281,-118.34228552313903 33.75417231188237,-118.34232227831868 33.763187287323774,-118.35311589253959 33.763156101567354,-118.35307797846721 33.75414112951281))",6.546041399248323
32,33.75869498830583,-118.33690737971494,"POLYGON((-118.34228552313903 33.75417231188237,-118.33149305991893 33.75420252631753,-118.33152865620326 33.76321750504065,-118.34232227831868 33.763187287323774,-118.34228552313903 33.75417231188237))",6.487140122691546
33,33.75872472038797,-118.32611433321476,"POLYGON((-118.33149305991893 33.75420252631753,-118.32070058905569 33.75423177281717,-118.32073502644229 33.763246754716945,-118.33152865620326 33.76321750504065,-118.33149305991893 33.75420252631753))",7.387103316220232
34,33.75875348448156,-118.31532127919468,"POLYGON((-118.32070058905569 33.75423177281717,-118.30990811079818 33.75426005138039,-118.30994138928467 33.76327503635163,-118.32073502644229 33.763246754716945,-118.32070058905569 33.75423177281717))",9.53199875376475
35,33.758781280585616,-118.30452821790358,"POLYGON((-118.30990811079818 33.75426005138039,-118.29911562539522 33.75428736200609,-118.29914774497927 33.76330234994369,-118.30994138928467 33.76327503635163,-118.30990811079818 33.75426005138039))",13.35800334897105
36,33.75892772937725,-118.23976971140188,"POLYGON((-118.24515309990781 33.75440939604033,-118.23436057685765 33.75443089902234,-118.23438574298328 33.76344590255021,-118.245179424948 33.76342439723268,-118.24515309990781 33.75440939604033))",11.871749023523355
37,33.7674747171869,-118.41250276644344,"POLYGON((-118.41787739814234 33.76294865826196,-118.4070838365153 33.76298565223152,-118.40712755439834 33.77200061677589,-118.41792227515006 33.7719636187887,-118.41787739814234 33.76294865826196))",6.317054446295028
38,33.76751122912293,-118.40170862054909,"POLYGON((-118.4070838365153 33.76298565223152,-118.39629026550037 33.7630216781686,-118.39633282425567 33.77203664662546,-118.40712755439834 33.77200061677589,-118.4070838365153 33.76298565223152))",6.0060601186279
39,33.76754677297326,-118.3909144653898,"POLYGON((-118.39629026550037 33.7630216781686,-118.38549668534642 33.76305673607192,-118.38553808497107 33.77207170833614,-118.39633282425567 33.77203664662546,-118.39629026550037 33.7630216781686))",6.76486513919414
40,33.767581348736655,-118.38012030121449,"POLYGON((-118.38549668534642 33.76305673607192,-118.37470309630237 33.76309082594029,-118.37474333679349 33.77210580190673,-118.38553808497107 33.77207170833614,-118.38549668534642 33.76305673607192))",7.707972299736723
41,33.76761495641194,-118.36932612827215,"POLYGON((-118.37470309630237 33.76309082594029,-118.36390949861713 33.76312394777248,-118.36394857997192 33.77213892733603,-118.37474333679349 33.77210580190673,-118.37470309630237 33.76309082594029))",7.053504042639651
42,33.76764759599789,-118.35853194681164,"POLYGON((-118.36390949861713 33.76312394777248,-118.35311589253959 33.763156101567354,-118.35315381475536 33.77217108462287,-118.36394857997192 33.77213892733603,-118.36390949861713 33.76312394777248))",6.586916771443837
43,33.7676792674934,-118.34773775708204,"POLYGON((-118.35311589253959 33.763156101567354,-118.34232227831868 33.763187287323774,-118.34235904139278 33.77220227376614,-118.35315381475536 33.77217108462287,-118.35311589253959 33.763156101567354))",6.8332258572954805
44,33.767709970897336,-118.33694355933213,"POLYGON((-118.34232227831868 33.763187287323774,-118.33152865620326 33.76321750504065,-118.3315642601332 33.77223249476474,-118.34235904139278 33.77220227376614,-118.34232227831868 33.763187287323774))",6.94501442704518
45,33.767739706208644,-118.32614935381099,"POLYGON((-118.33152865620326 33.76321750504065,-118.32073502644229 33.763246754716945,-118.32076947122557 33.77226174761761,-118.3315642601332 33.77223249476474,-118.33152865620326 33.76321750504065))",7.2155873873817225
46,33.76776847342627,-118.31535514076752,"POLYGON((-118.32073502644229 33.763246754716945,-118.30994138928467 33.76327503635163,-118.30997467491892 33.77229003232374,-118.32076947122557 33.77226174761761,-118.32073502644229 33.763246754716945))",8.992787443147131
47,33.76779627254922,-118.30456092045068,"POLYGON((-118.30994138928467 33.76327503635163,-118.29914774497927 33.76330234994369,-118.29917987146219 33.772317348882126,-118.30997467491892 33.77229003232374,-118.30994138928467 33.76327503635163))",12.317458769396119
48,33.76782310357651,-118.29376669310932,"POLYGON((-118.29914774497927 33.76330234994369,-118.28835409377504 33.76332869549221,-118.28838506110438 33.77234369729182,-118.29917987146219 33.772317348882126,-118.29914774497927 33.76330234994369))",13.346207144803113
49,33.76802101837391,-118.19661837201592,"POLYGON((-118.20200466565268 33.7635046102085,-118.19121096356007 33.76352224332752,-118.19123149842054 33.77253726614682,-118.20202635968313 33.77251963111279,-118.20200466565268 33.7635046102085))",16.254873048095995
50,33.76806956413507,-118.16423550772801,"POLYGON((-118.16962354639467 33.76355460541122,-118.15882983181979 33.763569334374765,-118.15884688916219 33.772584362308265,-118.16964176291108 33.77256963174512,-118.16962354639467 33.76355460541122))",15.753788713522594
51,33.76808380984574,-118.15344121172413,"POLYGON((-118.15882983181979 33.763569334374765,-118.14803611358198 33.76358309528539,-118.14805201174923 33.772598124713355,-118.15884688916219 33.772584362308265,-118.15882983181979 33.763569334374765))",13.512189094093424
52,33.76809708745069,-118.14264691218119,"POLYGON((-118.14803611358198 33.76358309528539,-118.13724239193017 33.76359588814265,-118.13725713092114 33.77261091895993,-118.14805201174923 33.772598124713355,-118.14803611358198 33.76358309528539))",19.350595074239404
53,33.77648968512119,-118.41254706864677,"POLYGON((-118.41792227515006 33.7719636187887,-118.40712755439834 33.77200061677589,-118.40717128167229 33.78101559210017,-118.4179671617977 33.78097859009541,-118.41792227515006 33.7719636187887))",6.547922836023358
54,33.776526201022236,-118.40175176350172,"POLYGON((-118.40712755439834 33.77200061677589,-118.39633282425567 33.77203664662546,-118.39637539215293 33.78105162586218,-118.40717128167229 33.78101559210017,-118.40712755439834 33.77200061677589))",5.980858440781435
55,33.77656174873249,-118.39095644908872,"POLYGON((-118.39633282425567 33.77203664662546,-118.38553808497107 33.77207170833614,-118.38557949348868 33.78108669138019,-118.39637539215293 33.78105162586218,-118.39633282425567 33.77203664662546))",6.615960561355314
56,33.77659632825067,-118.3801611256568,"POLYGON((-118.38553808497107 33.77207170833614,-118.37474333679349 33.77210580190673,-118.37478358592857 33.781120788652984,-118.38557949348868 33.78108669138019,-118.38553808497107 33.77207170833614))",7.9537803284493265
57,33.77662993957559,-118.36936579345505,"POLYGON((-118.37474333679349 33.77210580190673,-118.36394857997192 33.77213892733603,-118.3639876697217 33.78115391767935,-118.37478358592857 33.781120788652984,-118.37474333679349 33.77210580190673))",7.895035048553874
58,33.77666258270606,-118.35857045273237,"POLYGON((-118.36394857997192 33.77213892733603,-118.35315381475536 33.77217108462287,-118.35319174511713 33.78118607845811,-118.3639876697217 33.78115391767935,-118.36394857997192 33.77213892733603))",7.608878274038465
59,33.77669425764095,-118.34777510373787,"POLYGON((-118.35315381475536 33.77217108462287,-118.34235904139278 33.77220227376614,-118.34239581236395 33.781217270988186,-118.35319174511713 33.78118607845811,-118.35315381475536 33.77217108462287))",8.187151099912246
60,33.77672496437915,-118.3369797467206,"POLYGON((-118.34235904139278 33.77220227376614,-118.3315642601332 33.77223249476474,-118.33159987171116 33.781247495268445,-118.34239581236395 33.781217270988186,-118.34235904139278 33.77220227376614))",10.48669686837989
61,33.77675470291957,-118.32618438192951,"POLYGON((-118.3315642601332 33.77223249476474,-118.32076947122557 33.77226174761761,-118.32080392340791 33.78127675129785,-118.33159987171116 33.781247495268445,-118.3315642601332 33.77223249476474))",11.180964681776555
62,33.776783473261204,-118.31538900961371,"POLYGON((-118.32076947122557 33.77226174761761,-118.30997467491892 33.77229003232374,-118.3100079677032 33.78130503907541,-118.32080392340791 33.78127675129785,-118.32076947122557 33.77226174761761))",13.415640397054341
63,33.776811275403034,-118.30459363002214,"POLYGON((-118.30997467491892 33.77229003232374,-118.29917987146219 33.772317348882126,-118.29921200484615 33.78133235860007,-118.3100079677032 33.78130503907541,-118.30997467491892 33.77229003232374))",15.455475805555572
64,33.776838109344034,-118.29379824340387,"POLYGON((-118.29917987146219 33.772317348882126,-118.28838506110438 33.77234369729182,-118.28841603508582 33.781358709870915,-118.29921200484615 33.78133235860007,-118.29917987146219 33.772317348882126))",14.953805958333332
65,33.776863975083344,-118.28300285000799,"POLYGON((-118.28838506110438 33.77234369729182,-118.27759024409453 33.77236907755187,-118.27762005867123 33.781384092887,-118.28841603508582 33.781358709870915,-118.28838506110438 33.77234369729182))",14.59590220833334
66,33.77688887262,-118.2722074500835,"POLYGON((-118.27759024409453 33.77236907755187,-118.2667954206816 33.77239348966145,-118.26682407585156 33.78140850764746,-118.27762005867123 33.781384092887,-118.27759024409453 33.77236907755187))",15.80058579166666
67,33.77691280195317,-118.26141204387936,"POLYGON((-118.2667954206816 33.77239348966145,-118.25600059111457 33.77241693361965,-118.2560280868758 33.78143195415142,-118.26682407585156 33.78140850764746,-118.2667954206816 33.77239348966145))",14.54036897000916
68,33.77697878072345,-118.22902579007985,"POLYGON((-118.23441091451429 33.77246091707876,-118.22361606797898 33.772481456578106,-118.22364008550286 33.78149648411637,-118.23443609145238 33.781475942386635,-118.23441091451429 33.77246091707876))",16.116333891744244
69,33.777036045634105,-118.19663948872929,"POLYGON((-118.20202635968313 33.77251963111279,-118.19123149842054 33.77253726614682,-118.19125203769214 33.781552299745385,-118.20204805837366 33.78153466279639,-118.20202635968313 33.77251963111279))",20.180125059523803
70,33.77705319752123,-118.18584404554107,"POLYGON((-118.19123149842054 33.77253726614682,-118.18043663274685 33.77255393302446,-118.18045601259807 33.78156896843287,-118.19125203769214 33.781552299745385,-118.19123149842054 33.77253726614682))",20.624596201884934
71,33.77706938119909,-118.17504859806554,"POLYGON((-118.18043663274685 33.77255393302446,-118.16964176291108 33.77256963174512,-118.16965998334057 33.78158466885823,-118.18045601259807 33.78156896843287,-118.18043663274685 33.77255393302446))",24.91451974801587
72,33.77708459666713,-118.16425314655176,"POLYGON((-118.16964176291108 33.77256963174512,-118.15884688916219 33.772584362308265,-118.15886395016871 33.78159940102096,-118.16965998334057 33.78158466885823,-118.16964176291108 33.77256963174512))",22.89819541666666
73,33.777098843924826,-118.15345769124883,"POLYGON((-118.15884688916219 33.772584362308265,-118.14805201174923 33.772598124713355,-118.14806791333156 33.78161316492051,-118.15886395016871 33.78159940102096,-118.15884688916219 33.772584362308265))",22.502046388888907
74,33.77711212297166,-118.14266223240568,"POLYGON((-118.14805201174923 33.772598124713355,-118.13725713092114 33.77261091895993,-118.13727187307825 33.781625960556404,-118.14806791333156 33.78161316492051,-118.14805201174923 33.772598124713355))",19.49002020833333
75,33.77712443380721,-118.13186677027142,"POLYGON((-118.13725713092114 33.77261091895993,-118.12646224692698 33.77262274504757,-118.12647582965778 33.78163778792821,-118.13727187307825 33.781625960556404,-118.13725713092114 33.77261091895993))",17.68079430390211
76,33.777135776430995,-118.12107130509504,"POLYGON((-118.12646224692698 33.77262274504757,-118.11566736001573 33.772633602975795,-118.11567978331932 33.781648647035496,-118.12647582965778 33.78163778792821,-118.12646224692698 33.77262274504757))",15.62105841840278
77,33.77714615084265,-118.11027583712568,"POLYGON((-118.11566736001573 33.772633602975795,-118.10487247043642 33.77264349274428,-118.10488373431188 33.78165853787789,-118.11567978331932 33.781648647035496,-118.11566736001573 33.772633602975795))",13.983353798363089
78,33.78554118359081,-118.40179491572223,"POLYGON((-118.40717128167229 33.78101559210017,-118.39637539215293 33.78105162586218,-118.39641796919508 33.7900666156575,-118.40721501834021 33.790030577983075,-118.40717128167229 33.78101559210017))",5.970646996871185
79,33.78557673516091,-118.3909984418065,"POLYGON((-118.39637539215293 33.78105162586218,-118.38557949348868 33.78108669138019,-118.3856209109021 33.79010168498277,-118.39641796919508 33.7900666156575,-118.39637539215293 33.78105162586218))",6.296958948946883
80,33.78561131843383,-118.38020195886902,"POLYGON((-118.38557949348868 33.78108669138019,-118.37478358592857 33.781120788652984,-118.37482384371043 33.7901357859577,-118.3856209109021 33.79010168498277,-118.38557949348868 33.78108669138019))",7.04142140861569
81,33.78564493340836,-118.36940546715876,"POLYGON((-118.37478358592857 33.781120788652984,-118.3639876697217 33.78115391767935,-118.36402676786919 33.790168918581095,-118.37482384371043 33.7901357859577,-118.37478358592857 33.781120788652984))",7.014891150946274
82,33.78567758008331,-118.35860896692492,"POLYGON((-118.3639876697217 33.78115391767935,-118.35319174511713 33.78118607845811,-118.35322968362755 33.790201082851745,-118.36402676786919 33.790168918581095,-118.3639876697217 33.78115391767935))",7.558759559886296
83,33.785709258457544,-118.3478124584166,"POLYGON((-118.35319174511713 33.78118607845811,-118.34239581236395 33.781217270988186,-118.34243259123465 33.790232278768585,-118.35322968362755 33.790201082851745,-118.35319174511713 33.78118607845811))",9.92944987692689
84,33.78573996852996,-118.33701594188284,"POLYGON((-118.34239581236395 33.781217270988186,-118.33159987171116 33.781247495268445,-118.33163549093963 33.7902625063305,-118.34243259123465 33.790232278768585,-118.34239581236395 33.781217270988186))",13.537224199614617
85,33.78576971029948,-118.32621941757284,"POLYGON((-118.33159987171116 33.781247495268445,-118.32080392340791 33.78127675129785,-118.32083838299165 33.79029176553642,-118.33163549093963 33.7902625063305,-118.33159987171116 33.781247495268445))",16.13607365201465
86,33.785798483765056,-118.31542288573564,"POLYGON((-118.32080392340791 33.78127675129785,-118.3100079677032 33.78130503907541,-118.31004126763986 33.79032005638534,-118.32083838299165 33.79029176553642,-118.32080392340791 33.78127675129785))",16.5793111059028
87,33.785826288925705,-118.30462634662035,"POLYGON((-118.3100079677032 33.78130503907541,-118.29921200484615 33.78133235860007,-118.2992441451334 33.790347378876234,-118.31004126763986 33.79032005638534,-118.3100079677032 33.78130503907541))",17.313173958333326
88,33.78585312578043,-118.29382980047613,"POLYGON((-118.29921200484615 33.78133235860007,-118.28841603508582 33.781358709870915,-118.28844701572142 33.7903737330082,-118.2992441451334 33.790347378876234,-118.29921200484615 33.78133235860007))",15.826890416666668
89,33.7858789943283,-118.28303324755207,"POLYGON((-118.28841603508582 33.781358709870915,-118.27762005867123 33.781384092887,-118.2776498796531 33.790399118780286,-118.28844701572142 33.7903737330082,-118.28841603508582 33.781358709870915))",16.079911666666668
90,33.7859038945684,-118.27223668809728,"POLYGON((-118.27762005867123 33.781384092887,-118.26682407585156 33.78140850764746,-118.26685273717756 33.79042353619159,-118.2776498796531 33.790399118780286,-118.27762005867123 33.781384092887))",18.195858083333324
91,33.785927826499865,-118.26144012236084,"POLYGON((-118.26682407585156 33.78140850764746,-118.2560280868758 33.78143195415142,-118.25605558854399 33.79044698524131,-118.26685273717756 33.79042353619159,-118.26682407585156 33.78140850764746))",18.194849342300063
92,33.78595079012189,-118.25064355059195,"POLYGON((-118.2560280868758 33.78143195415142,-118.24523209199305 33.78145443239809,-118.2452584340015 33.79046946592856,-118.25605558854399 33.79044698524131,-118.2560280868758 33.78143195415142))",16.23463062122889
93,33.78597278543361,-118.23984697303969,"POLYGON((-118.24523209199305 33.78145443239809,-118.23443609145238 33.781475942386635,-118.2344612737993 33.79049097825258,-118.2452584340015 33.79046946592856,-118.24523209199305 33.78145443239809))",16.06597932195004
94,33.785993812434285,-118.22905038995307,"POLYGON((-118.23443609145238 33.781475942386635,-118.22364008550286 33.78149648411637,-118.2236641081865 33.790511522212626,-118.2344612737993 33.79049097825258,-118.23443609145238 33.781475942386635))",17.289612387801423
95,33.78601387112321,-118.2182538015814,"POLYGON((-118.22364008550286 33.78149648411637,-118.2128440743936 33.781516057586515,-118.2128669374123 33.79053109780801,-118.2236641081865 33.790511522212626,-118.22364008550286 33.78149648411637))",18.9954222843343
96,33.78603296149965,-118.20745720817364,"POLYGON((-118.2128440743936 33.781516057586515,-118.20204805837366 33.78153466279639,-118.20206976172581 33.79054970503797,-118.2128669374123 33.79053109780801,-118.2128440743936 33.781516057586515))",19.716794645585303
97,33.786051083562924,-118.19666060997896,"POLYGON((-118.20204805837366 33.78153466279639,-118.19125203769214 33.781552299745385,-118.19127258137623 33.790567343901905,-118.20206976172581 33.79054970503797,-118.20204805837366 33.78153466279639))",22.393132694444432
98,33.786068237312435,-118.18586400724656,"POLYGON((-118.19125203769214 33.781552299745385,-118.18045601259807 33.78156896843287,-118.18047539661272 33.79058401439921,-118.19127258137623 33.790567343901905,-118.19125203769214 33.781552299745385))",23.083772829861104
99,33.78608442274758,-118.17506740022543,"POLYGON((-118.18045601259807 33.78156896843287,-118.16965998334057 33.78158466885823,-118.1696782076844 33.790599716529265,-118.18047539661272 33.79058401439921,-118.18045601259807 33.78156896843287))",26.208666111111118
100,33.78609963986774,-118.16427078916479,"POLYGON((-118.16965998334057 33.78158466885823,-118.15886395016871 33.78159940102096,-118.15888101484047 33.79061445029155,-118.1696782076844 33.790599716529265,-118.16965998334057 33.78158466885823))",25.43896791666668
101,33.786113888672446,-118.15347417431367,"POLYGON((-118.15886395016871 33.78159940102096,-118.14806791333156 33.78161316492051,-118.14808381833011 33.79062821568551,-118.15888101484047 33.79061445029155,-118.15886395016871 33.78159940102096))",25.189148750000008
102,33.78612716916117,-118.14267755592128,"POLYGON((-118.14806791333156 33.78161316492051,-118.13727187307825 33.781625960556404,-118.13728661840241 33.79064101271072,-118.14808381833011 33.79062821568551,-118.14806791333156 33.78161316492051))",24.82328834722222
103,33.78613948133345,-118.1318809342367,"POLYGON((-118.13727187307825 33.781625960556404,-118.12647582965778 33.78163778792821,-118.12648941530662 33.790652841366686,-118.13728661840241 33.79064101271072,-118.13727187307825 33.781625960556404))",19.04029888525132
104,33.78615082518885,-118.12108430950904,"POLYGON((-118.12647582965778 33.78163778792821,-118.11567978331932 33.781648647035496,-118.11569220929182 33.79066370165302,-118.12648941530662 33.790652841366686,-118.12647582965778 33.78163778792821))",18.95268188453907
105,33.786161200726966,-118.11028768198746,"POLYGON((-118.11567978331932 33.781648647035496,-118.10488373431188 33.78165853787789,-118.10489500060723 33.79067359356933,-118.11569220929182 33.79066370165302,-118.11567978331932 33.781648647035496))",16.931335252537398
106,33.79459173203722,-118.39104044354616,"POLYGON((-118.39641796919508 33.7900666156575,-118.3856209109021 33.79010168498277,-118.38566233721423 33.79911668892254,-118.39646055538506 33.799081615790016,-118.39641796919508 33.7900666156575))",6.20068794253663
107,33.794626319064825,-118.38024280085394,"POLYGON((-118.3856209109021 33.79010168498277,-118.37482384371043 33.7901357859577,-118.37486411014183 33.79915079359958,-118.38566233721423 33.79911668892254,-118.3856209109021 33.79010168498277))",6.453671696466736
108,33.79465993768892,-118.36944514938612,"POLYGON((-118.37482384371043 33.7901357859577,-118.36402676786919 33.790168918581095,-118.36406587441708 33.799183929819954,-118.37486411014183 33.79915079359958,-118.37482384371043 33.7901357859577))",7.88496259105998
109,33.79469258790829,-118.35864748939197,"POLYGON((-118.36402676786919 33.790168918581095,-118.35322968362755 33.790201082851745,-118.35326763028924 33.79921609758247,-118.36406587441708 33.799183929819954,-118.36402676786919 33.790168918581095))",9.830216023332571
110,33.794724269721854,-118.34784982112068,"POLYGON((-118.35322968362755 33.790201082851745,-118.34243259123465 33.790232278768585,-118.34246937800748 33.79924729688602,-118.35326763028924 33.79921609758247,-118.35322968362755 33.790201082851745))",13.909354577132934
111,33.79475498312844,-118.33705214482136,"POLYGON((-118.34243259123465 33.790232278768585,-118.33163549093963 33.7902625063305,-118.33167111782106 33.79927752772952,-118.34246937800748 33.79924729688602,-118.34243259123465 33.790232278768585))",19.031581765873003
112,33.79478472812702,-118.32625446074327,"POLYGON((-118.33163549093963 33.7902625063305,-118.32083838299165 33.79029176553642,-118.32087284997922 33.79930679011191,-118.33167111782106 33.79927752772952,-118.33163549093963 33.7902625063305))",18.79960231881487
113,33.79481350471654,-118.31545676913565,"POLYGON((-118.32083838299165 33.79029176553642,-118.31004126763986 33.79032005638534,-118.31007457473117 33.79933508403216,-118.32087284997922 33.79930679011191,-118.32083838299165 33.79029176553642))",19.285526020566245
114,33.79484131289597,-118.30465907024751,"POLYGON((-118.31004126763986 33.79032005638534,-118.2992441451334 33.790347378876234,-118.29927629232617 33.799362409489305,-118.31007457473117 33.79933508403216,-118.31004126763986 33.79032005638534))",26.86148708333333
115,33.794868152664364,-118.2938613643282,"POLYGON((-118.2992441451334 33.790347378876234,-118.28844701572142 33.7903737330082,-118.28847800301342 33.799388766482345,-118.29927629232617 33.799362409489305,-118.2992441451334 33.790347378876234))",16.644304583333334
116,33.79489402402076,-118.28306365162683,"POLYGON((-118.28844701572142 33.7903737330082,-118.2776498796531 33.790399118780286,-118.27767970704214 33.799414155010375,-118.28847800301342 33.799388766482345,-118.28844701572142 33.7903737330082))",14.794818499999993
