"grid_id","lon","lat","geom"
792,-118.33774148148787,33.96604195102467,"POLYGON((-118.34313289408871 33.96151913816733,-118.33231371316097 33.96154942807314,-118.33234948591863 33.970564603790024,-118.34316983148689 33.97053431060335,-118.34313289408871 33.96151913816733))"
793,-118.32692171437887,33.96607175736817,"POLYGON((-118.33231371316097 33.96154942807314,-118.32149452453324 33.96157874762574,-118.32152913264787 33.97059392651838,-118.33234948591863 33.970564603790024,-118.33231371316097 33.96154942807314))"
794,-118.31610193969397,33.96610059330539,"POLYGON((-118.32149452453324 33.96157874762574,-118.31067532845613 33.961607096824096,-118.31070877192535 33.9706222787874,-118.32152913264787 33.97059392651838,-118.32149452453324 33.96157874762574))"
795,-118.30528215768388,33.966128458835335,"POLYGON((-118.31067532845613 33.961607096824096,-118.29985612518041 33.96163447566724,-118.29988840400188 33.97064966059611,-118.31070877192535 33.9706222787874,-118.31067532845613 33.961607096824096))"
796,-118.29446236859935,33.96615535395701,"POLYGON((-118.29985612518041 33.96163447566724,-118.28903691495671 33.96166088415419,-118.28906802912819 33.97067607194351,-118.29988840400188 33.97064966059611,-118.29985612518041 33.96163447566724))"
797,-118.2836425726911,33.96618127866948,"POLYGON((-118.28903691495671 33.96166088415419,-118.27821769803572 33.96168632228404,-118.27824764755506 33.970701512828704,-118.28906802912819 33.97067607194351,-118.28903691495671 33.96166088415419))"
798,-118.27282277020983,33.966206232971864,"POLYGON((-118.27821769803572 33.96168632228404,-118.26739847466816 33.96171079005589,-118.26742725953324 33.97072598325081,-118.27824764755506 33.970701512828704,-118.27821769803572 33.96168632228404))"
799,-118.26200296140631,33.966230216863245,"POLYGON((-118.26739847466816 33.96171079005589,-118.25657924510467 33.9617342874689,-118.25660686531353 33.970749483208934,-118.26742725953324 33.97072598325081,-118.26739847466816 33.96171079005589))"
800,-118.25118314653123,33.966253230342815,"POLYGON((-118.25657924510467 33.9617342874689,-118.24576000959597 33.96175681452222,-118.24578646514668 33.97077201270231,-118.25660686531353 33.970749483208934,-118.25657924510467 33.9617342874689))"
801,-118.24036332583536,33.96627527340976,"POLYGON((-118.24576000959597 33.96175681452222,-118.23494076839275 33.961778371215075,-118.23496605928345 33.970793571730105,-118.24578646514668 33.97077201270231,-118.24576000959597 33.96175681452222))"
802,-118.22954349956937,33.966296346063295,"POLYGON((-118.23494076839275 33.961778371215075,-118.22412152174566 33.96179895754673,-118.22414564797461 33.970814160291575,-118.23496605928345 33.970793571730105,-118.23494076839275 33.961778371215075))"
803,-118.21872366798402,33.96631644830272,"POLYGON((-118.22412152174566 33.96179895754673,-118.21330226990541 33.96181857351646,-118.21332523147096 33.970833778386016,-118.22414564797461 33.970814160291575,-118.22412152174566 33.96179895754673))"
804,-118.2079038313301,33.966335580127314,"POLYGON((-118.21330226990541 33.96181857351646,-118.20248301312273 33.96183721912355,-118.20250481002324 33.970852426012726,-118.21332523147096 33.970833778386016,-118.21330226990541 33.96181857351646))"
805,-118.19708398985824,33.96635374153638,"POLYGON((-118.20248301312273 33.96183721912355,-118.19166375164826 33.96185489436737,-118.19168438388223 33.97087010317104,-118.20250481002324 33.970852426012726,-118.20248301312273 33.96183721912355))"
806,-118.18626414381924,33.966370932529315,"POLYGON((-118.19166375164826 33.96185489436737,-118.18084448573272 33.96187159924731,-118.18086395329873 33.97088680986038,-118.19168438388223 33.97087010317104,-118.19166375164826 33.96185489436737))"
807,-118.17544429346377,33.96638715310552,"POLYGON((-118.18084448573272 33.96187159924731,-118.1700252156268 33.96188733376277,-118.17004351852346 33.97090254608013,-118.18086395329873 33.97088680986038,-118.18084448573272 33.96187159924731))"
808,-118.16462443904264,33.9664024032644,"POLYGON((-118.1700252156268 33.96188733376277,-118.15920594158116 33.96190209791318,-118.15922307980725 33.970917311829744,-118.17004351852346 33.97090254608013,-118.1700252156268 33.96188733376277))"
809,-118.15380458080654,33.96641668300543,"POLYGON((-118.15920594158116 33.96190209791318,-118.14838666384655 33.96191589169806,-118.14840263740084 33.970931107108704,-118.15922307980725 33.970917311829744,-118.15920594158116 33.96190209791318))"
810,-118.1429847190062,33.96642999232813,"POLYGON((-118.14838666384655 33.96191589169806,-118.13756738267362 33.961928715116926,-118.137582191555 33.970943931916544,-118.14840263740084 33.970931107108704,-118.14838666384655 33.96191589169806))"
811,-118.13216485389238,33.96644233123203,"POLYGON((-118.13756738267362 33.961928715116926,-118.12674809831307 33.96194056816932,-118.12676174252054 33.970955786252816,-118.137582191555 33.970943931916544,-118.13756738267362 33.961928715116926))"
812,-118.12134498571581,33.966453699716695,"POLYGON((-118.12674809831307 33.96194056816932,-118.11592881101564 33.961951450854805,-118.11594129054821 33.970966670117065,-118.12676174252054 33.970955786252816,-118.12674809831307 33.96194056816932))"
813,-118.11052511472721,33.966464097781696,"POLYGON((-118.11592881101564 33.961951450854805,-118.10510952103196 33.96196136317303,-118.10512083588877 33.97097658350896,-118.11594129054821 33.970966670117065,-118.11592881101564 33.961951450854805))"
814,-118.0997052411773,33.96647352542673,"POLYGON((-118.10510952103196 33.96196136317303,-118.09429022861278 33.96197030512366,-118.09430037879306 33.97098552642813,-118.10512083588877 33.97097658350896,-118.10510952103196 33.96196136317303))"
815,-118.08888536531687,33.966481982651416,"POLYGON((-118.09429022861278 33.96197030512366,-118.08347093400874 33.96197827670632,-118.08347991951179 33.97099349887426,-118.09430037879306 33.97098552642813,-118.09429022861278 33.96197030512366))"
816,-118.07806548739664,33.966489469455475,"POLYGON((-118.08347093400874 33.96197827670632,-118.0726516374706 33.961985277920824,-118.07265945829579 33.97100050084707,-118.08347991951179 33.97099349887426,-118.08347093400874 33.96197827670632))"
817,-118.06724560766735,33.96649598583866,"POLYGON((-118.0726516374706 33.961985277920824,-118.06183233924901 33.96199130876684,-118.06183899539579 33.97100653234633,-118.07265945829579 33.97100050084707,-118.0726516374706 33.961985277920824))"
818,-118.05642572637964,33.966501531800716,"POLYGON((-118.06183233924901 33.96199130876684,-118.05101303959466 33.961996369244204,-118.05101853106257 33.97101159337182,-118.06183899539579 33.97100653234633,-118.06183233924901 33.96199130876684))"
819,-118.04560584378439,33.96650610734147,"POLYGON((-118.05101303959466 33.961996369244204,-118.0401937387583 33.96200045935273,-118.04019806554696 33.97101568392338,-118.05101853106257 33.97101159337182,-118.05101303959466 33.961996369244204))"
820,-118.03478596013227,33.96650971246076,"POLYGON((-118.0401937387583 33.96200045935273,-118.02937443699061 33.96200357909226,-118.0293775990997 33.97101880400083,-118.04019806554696 33.97101568392338,-118.0401937387583 33.96200045935273))"
821,-118.02396607567404,33.96651234715843,"POLYGON((-118.02937443699061 33.96200357909226,-118.01855513454224 33.962005728462685,-118.01855713197158 33.971020953604075,-118.0293775990997 33.97101880400083,-118.02937443699061 33.96200357909226))"
822,-118.0131461906604,33.966514011434434,"POLYGON((-118.01855513454224 33.962005728462685,-118.00773583166395 33.96200690746399,-118.00773666441336 33.97102213273306,-118.01855713197158 33.971020953604075,-118.01855513454224 33.962005728462685))"
823,-118.00232630534211,33.96651470528869,"POLYGON((-118.00773583166395 33.96200690746399,-117.99691652860639 33.96200711609605,-117.99691619667584 33.97102234138773,-118.00773666441336 33.97102213273306,-118.00773583166395 33.96200690746399))"
824,-117.99150641996994,33.96651442872118,"POLYGON((-117.99691652860639 33.96200711609605,-117.98609722562031 33.96200635435891,-117.98609572900979 33.971021579568095,-117.99691619667584 33.97102234138773,-117.99691652860639 33.96200711609605))"
825,-117.98068653479457,33.966513181731905,"POLYGON((-117.98609722562031 33.96200635435891,-117.97527792295635 33.962004622252586,-117.97527526166597 33.97101984727413,-117.98609572900979 33.971021579568095,-117.98609722562031 33.96200635435891))"
826,-117.96986665006679,33.96651096432091,"POLYGON((-117.97527792295635 33.962004622252586,-117.96445862086523 33.96200191977712,-117.96445479489522 33.971017144505964,-117.97527526166597 33.97101984727413,-117.97527792295635 33.962004622252586))"
827,-117.95904676603729,33.966507776488285,"POLYGON((-117.96445862086523 33.96200191977712,-117.95363931959766 33.96199824693264,-117.95363432894824 33.97101347126363,-117.96445479489522 33.971017144505964,-117.96445862086523 33.96200191977712))"
828,-117.94822688295682,33.966503618234114,"POLYGON((-117.95363931959766 33.96199824693264,-117.94282001940434 33.961993603719215,-117.94281386407586 33.97100882754729,-117.95363432894824 33.97101347126363,-117.95363931959766 33.96199824693264))"
829,-117.9374070010762,33.966498489558575,"POLYGON((-117.94282001940434 33.961993603719215,-117.93200072053592 33.961987990137075,-117.93199340052887 33.971003213357115,-117.94281386407586 33.97100882754729,-117.94282001940434 33.961993603719215))"
830,-117.92658712064603,33.96649239046184,"POLYGON((-117.93200072053592 33.961987990137075,-117.92118142324315 33.96198140618639,-117.92117293855797 33.97099662869327,-117.93199340052887 33.971003213357115,-117.93200072053592 33.961987990137075))"
831,-117.91576724191714,33.9664853209441,"POLYGON((-117.92118142324315 33.96198140618639,-117.91036212777672 33.96197385186738,-117.91035247841404 33.97098907355601,-117.92117293855797 33.97099662869327,-117.92118142324315 33.96198140618639))"
832,-117.90494736514025,33.96647728100563,"POLYGON((-117.91036212777672 33.96197385186738,-117.89954283438732 33.96196532718031,-117.89953202034776 33.97098054794559,-117.91035247841404 33.97098907355601,-117.91036212777672 33.96197385186738))"
833,-117.89412749056608,33.966468270646686,"POLYGON((-117.89954283438732 33.96196532718031,-117.88872354332564 33.9619558321255,-117.88871156460999 33.97097105186232,-117.89953202034776 33.97098054794559,-117.89954283438732 33.96196532718031))"
834,-117.88330761844541,33.96645828986761,"POLYGON((-117.88872354332564 33.9619558321255,-117.87790425484238 33.961945366703254,-117.87789111145148 33.97096058530651,-117.88871156460999 33.97097105186232,-117.88872354332564 33.9619558321255))"
835,-117.87248774902889,33.96644733866872,"POLYGON((-117.87790425484238 33.961945366703254,-117.86708496918823 33.96193393091396,-117.86707066112297 33.970949148278535,-117.87789111145148 33.97096058530651,-117.87790425484238 33.961945366703254))"
836,-117.86166788256736,33.96643541705042,"POLYGON((-117.86708496918823 33.96193393091396,-117.85626568661388 33.961921524758004,-117.85625021387528 33.9709367407788,-117.86707066112297 33.970949148278535,-117.86708496918823 33.96193393091396))"
837,-117.85084801931147,33.96642252501314,"POLYGON((-117.85626568661388 33.961921524758004,-117.84544640737005 33.96190814823584,-117.84542976995915 33.97092336280775,-117.85625021387528 33.9709367407788,-117.85626568661388 33.961921524758004))"
838,-117.84002815951199,33.9664086625573,"POLYGON((-117.84544640737005 33.96190814823584,-117.8346271317074 33.9618938013479,-117.83460932962541 33.970909014365816,-117.84542976995915 33.97092336280775,-117.84544640737005 33.96190814823584))"
839,-117.82920830341968,33.96639382968339,"POLYGON((-117.8346271317074 33.9618938013479,-117.82380785987667 33.96187848409472,-117.82378889312479 33.97089369545354,-117.83460932962541 33.970909014365816,-117.8346271317074 33.9618938013479))"
840,-117.81838845128524,33.96637802639196,"POLYGON((-117.82380785987667 33.96187848409472,-117.81298859212853 33.961862196476815,-117.81296846070806 33.97087740607144,-117.82378889312479 33.97089369545354,-117.82380785987667 33.96187848409472))"
841,-118.43516584495792,33.97474516908737,"POLYGON((-118.44055255361346 33.970218001485215,-118.42973228865185 33.970257028744946,-118.42977855303428 33.97927217705598,-118.44059998286116 33.97923314556949,-118.44055255361346 33.970218001485215))"
842,-118.42434499257283,33.97478371321062,"POLYGON((-118.42973228865185 33.970257028744946,-118.4189120137309 33.97029508555714,-118.41895711324489 33.979310237989836,-118.42977855303428 33.97927217705598,-118.42973228865185 33.970257028744946))"
843,-118.41352413035219,33.974821286833105,"POLYGON((-118.4189120137309 33.97029508555714,-118.4080917291014 33.97033217192043,-118.40813566374376 33.97934732836969,-118.41895711324489 33.979310237989836,-118.4189120137309 33.97029508555714))"
844,-118.40270325854686,33.974857889953476,"POLYGON((-118.4080917291014 33.97033217192043,-118.39727143501409 33.97036828783355,-118.3973142047818 33.97938344819424,-118.40813566374376 33.97934732836969,-118.4080917291014 33.97033217192043))"
845,-118.39188237740755,33.97489352257049,"POLYGON((-118.39727143501409 33.97036828783355,-118.38645113171972 33.9704034332952,-118.38649273660981 33.979418597462264,-118.3973142047818 33.97938344819424,-118.39727143501409 33.97036828783355))"
846,-118.38106148718511,33.974928184682895,"POLYGON((-118.38645113171972 33.9704034332952,-118.37563081946908 33.9704376083042,-118.37567125947864 33.97945277617251,-118.38649273660981 33.979418597462264,-118.38645113171972 33.9704034332952))"
847,-118.3702405881303,33.974961876289456,"POLYGON((-118.37563081946908 33.9704376083042,-118.36481049851287 33.97047081285932,-118.3648497736391 33.97948598432378,-118.37567125947864 33.97945277617251,-118.37563081946908 33.9704376083042))"
848,-118.35941968049399,33.97499459738902,"POLYGON((-118.36481049851287 33.97047081285932,-118.35399016910189 33.97050304695941,-118.35402827934205 33.97951822191491,-118.3648497736391 33.97948598432378,-118.36481049851287 33.97047081285932))"
849,-118.34859876452694,33.97502634798042,"POLYGON((-118.35399016910189 33.97050304695941,-118.34316983148689 33.97053431060335,-118.34320677683831 33.97954948894478,-118.35402827934205 33.97951822191491,-118.35399016910189 33.97050304695941))"
850,-118.3377778404799,33.97505712806257,"POLYGON((-118.34316983148689 33.97053431060335,-118.33234948591863 33.970564603790024,-118.33238526637876 33.97957978541228,-118.34320677683831 33.97954948894478,-118.34316983148689 33.97053431060335))"
851,-118.32695690860373,33.975086937634366,"POLYGON((-118.33234948591863 33.970564603790024,-118.32152913264787 33.97059392651838,-118.32156374821423 33.97960911131637,-118.33238526637876 33.97957978541228,-118.33234948591863 33.970564603790024))"
852,-118.31613596914926,33.97511577669479,"POLYGON((-118.32152913264787 33.97059392651838,-118.31070877192535 33.9706222787874,-118.31074222259555 33.97963746665603,-118.32156374821423 33.97960911131637,-118.32152913264787 33.97059392651838))"
853,-118.3053150223672,33.97514364524284,"POLYGON((-118.31070877192535 33.9706222787874,-118.29988840400188 33.97064966059611,-118.29992068977354 33.97966485143026,-118.31074222259555 33.97963746665603,-118.31070877192535 33.9706222787874))"
854,-118.29449406850838,33.97517054327749,"POLYGON((-118.29988840400188 33.97064966059611,-118.28906802912819 33.97067607194351,-118.28909914999913 33.979691265638074,-118.29992068977354 33.97966485143026,-118.29988840400188 33.97064966059611))"
855,-118.28367310782369,33.97519647079786,"POLYGON((-118.28906802912819 33.97067607194351,-118.27824764755506 33.970701512828704,-118.27827760352308 33.979716709278605,-118.28909914999913 33.979691265638074,-118.28906802912819 33.97067607194351))"
856,-118.27285214056383,33.97522142780302,"POLYGON((-118.27824764755506 33.970701512828704,-118.26742725953324 33.97072598325081,-118.26745605059625 33.979741182350914,-118.27827760352308 33.979716709278605,-118.27824764755506 33.970701512828704))"
857,-118.26203116697968,33.97524541429206,"POLYGON((-118.26742725953324 33.97072598325081,-118.25660686531353 33.970749483208934,-118.25663449146954 33.979764684854146,-118.26745605059625 33.979741182350914,-118.26742725953324 33.97072598325081))"
858,-118.251210187322,33.97526843026421,"POLYGON((-118.25660686531353 33.970749483208934,-118.24578646514668 33.97077201270231,-118.24581292639375 33.97978721678753,-118.25663449146954 33.979764684854146,-118.25660686531353 33.970749483208934))"
859,-118.24038920184168,33.97529047571864,"POLYGON((-118.24578646514668 33.97077201270231,-118.23496605928345 33.970793571730105,-118.23499135561977 33.97980877815023,-118.24581292639375 33.97978721678753,-118.24578646514668 33.97077201270231))"
860,-118.22956821078945,33.975311550654546,"POLYGON((-118.23496605928345 33.970793571730105,-118.22414564797461 33.970814160291575,-118.22416977939844 33.97982936894149,-118.23499135561977 33.97980877815023,-118.23496605928345 33.970793571730105))"
861,-118.21874721441613,33.975331655071216,"POLYGON((-118.22414564797461 33.970814160291575,-118.21332523147096 33.970833778386016,-118.21334819798055 33.97984898916063,-118.22416977939844 33.97982936894149,-118.22414564797461 33.970814160291575))"
862,-118.20792621297252,33.975350788967944,"POLYGON((-118.21332523147096 33.970833778386016,-118.20250481002324 33.970852426012726,-118.20252661161705 33.979867638806915,-118.21334819798055 33.97984898916063,-118.21332523147096 33.970833778386016))"
863,-118.19710520670954,33.97536895234406,"POLYGON((-118.20250481002324 33.970852426012726,-118.19168438388223 33.97087010317104,-118.19170502055873 33.97988531787971,-118.20252661161705 33.979867638806915,-118.20250481002324 33.970852426012726))"
864,-118.18628419587789,33.97538614519894,"POLYGON((-118.19168438388223 33.97087010317104,-118.18086395329873 33.97088680986038,-118.18088342505646 33.97990202637843,-118.19170502055873 33.97988531787971,-118.19168438388223 33.97087010317104))"
865,-118.17546318072839,33.97540236753198,"POLYGON((-118.18086395329873 33.97088680986038,-118.17004351852346 33.97090254608013,-118.1700618253611 33.97991776430247,-118.18088342505646 33.97990202637843,-118.18086395329873 33.97088680986038))"
866,-118.16464216151189,33.97541761934259,"POLYGON((-118.17004351852346 33.97090254608013,-118.15922307980725 33.970917311829744,-118.15924022172352 33.97993253165124,-118.1700618253611 33.97991776430247,-118.17004351852346 33.97090254608013))"
867,-118.1538211384792,33.97543190063026,"POLYGON((-118.15922307980725 33.970917311829744,-118.14840263740084 33.970931107108704,-118.14841861439453 33.97994632842429,-118.15924022172352 33.97993253165124,-118.15922307980725 33.970917311829744))"
868,-118.14300011188112,33.97544521139449,"POLYGON((-118.14840263740084 33.970931107108704,-118.137582191555 33.970943931916544,-118.13759700362503 33.97995915462109,-118.14841861439453 33.97994632842429,-118.14840263740084 33.970931107108704))"
869,-118.13217908196852,33.975457551634804,"POLYGON((-118.137582191555 33.970943931916544,-118.12676174252054 33.970955786252816,-118.12677538966587 33.9799710102412,-118.13759700362503 33.97995915462109,-118.137582191555 33.970943931916544))"
870,-118.12135804899212,33.97546892135076,"POLYGON((-118.12676174252054 33.970955786252816,-118.11594129054821 33.970966670117065,-118.11595377276785 33.9799818952842,-118.12677538966587 33.9799710102412,-118.12676174252054 33.970955786252816))"
871,-118.11053701320282,33.97547932054199,"POLYGON((-118.11594129054821 33.970966670117065,-118.10512083588877 33.97097658350896,-118.10513215318193 33.97999180974974,-118.11595377276785 33.9799818952842,-118.11594129054821 33.970966670117065))"
872,-118.09971597485136,33.97548874920812,"POLYGON((-118.10512083588877 33.97097658350896,-118.09430037879306 33.97098552642813,-118.09431053115887 33.98000075363745,-118.10513215318193 33.97999180974974,-118.10512083588877 33.97097658350896))"
873,-118.08889493418867,33.97549720734879,"POLYGON((-118.09430037879306 33.97098552642813,-118.08347991951179 33.97099349887426,-118.0834889069496 33.98000872694702,-118.09431053115887 33.98000075363745,-118.09430037879306 33.97098552642813))"
874,-118.07807389146548,33.97550469496374,"POLYGON((-118.08347991951179 33.97099349887426,-118.07265945829579 33.97100050084707,-118.07266728080494 33.98001572967816,-118.0834889069496 33.98000872694702,-118.08347991951179 33.97099349887426))"
875,-118.06725284693263,33.9755112120527,"POLYGON((-118.07265945829579 33.97100050084707,-118.06183899539579 33.97100653234633,-118.06184565297573 33.98002176183066,-118.07266728080494 33.98001572967816,-118.07265945829579 33.97100050084707))"
876,-118.05643180084094,33.97551675861545,"POLYGON((-118.06183899539579 33.97100653234633,-118.05101853106257 33.97101159337182,-118.05102402371291 33.98002682340428,-118.06184565297573 33.98002176183066,-118.06183899539579 33.97100653234633))"
877,-118.04561075344121,33.97552133465178,"POLYGON((-118.05101853106257 33.97101159337182,-118.04019806554696 33.97101568392338,-118.04020239326724 33.98003091439884,-118.05102402371291 33.98002682340428,-118.05101853106257 33.97101159337182))"
878,-118.03478970498429,33.975524940161534,"POLYGON((-118.04019806554696 33.97101568392338,-118.0293775990997 33.97101880400083,-118.02938076188964 33.98003403481421,-118.04020239326724 33.98003091439884,-118.04019806554696 33.97101568392338))"
879,-118.02396865572099,33.975527575144575,"POLYGON((-118.0293775990997 33.97101880400083,-118.01855713197158 33.971020953604075,-118.01855912983096 33.980036184650274,-118.02938076188964 33.98003403481421,-118.0293775990997 33.97101880400083))"
880,-118.0131476059021,33.975529239600824,"POLYGON((-118.01855713197158 33.971020953604075,-118.00773666441336 33.97102213273306,-118.00773749734206 33.98003736390696,-118.01855912983096 33.980036184650274,-118.01855713197158 33.971020953604075))"
881,-118.00232655577851,33.97552993353023,"POLYGON((-118.00773666441336 33.97102213273306,-117.99691619667584 33.97102234138773,-117.9969158646738 33.98003757258422,-118.00773749734206 33.98003736390696,-118.00773666441336 33.97102213273306))"
882,-117.99150550560095,33.975529656932764,"POLYGON((-117.99691619667584 33.97102234138773,-117.98609572900979 33.971021579568095,-117.98609423207702 33.98003681068206,-117.9969158646738 33.98003757258422,-117.99691619667584 33.97102234138773))"
883,-117.98068445562028,33.975528409808426,"POLYGON((-117.98609572900979 33.971021579568095,-117.97527526166597 33.97101984727413,-117.97527259980258 33.9800350782005,-117.98609423207702 33.98003681068206,-117.98609572900979 33.971021579568095))"
884,-117.96986340608734,33.97552619215727,"POLYGON((-117.97527526166597 33.97101984727413,-117.96445479489522 33.971017144505964,-117.96445096810139 33.9800323751396,-117.97527259980258 33.9800350782005,-117.97527526166597 33.97101984727413))"
885,-117.95904235725294,33.97552300397937,"POLYGON((-117.96445479489522 33.971017144505964,-117.95363432894824 33.97101347126363,-117.95362933722426 33.980028701499464,-117.96445096810139 33.9800323751396,-117.96445479489522 33.971017144505964))"
886,-117.94822130936787,33.97551884527483,"POLYGON((-117.95363432894824 33.97101347126363,-117.94281386407586 33.97100882754729,-117.94280770742205 33.9800240572802,-117.95362933722426 33.980028701499464,-117.95363432894824 33.97101347126363))"
887,-117.93740026268303,33.97551371604381,"POLYGON((-117.94281386407586 33.97100882754729,-117.93199340052887 33.971003213357115,-117.93198607894566 33.98001844248198,-117.94280770742205 33.9800240572802,-117.94281386407586 33.97100882754729))"
888,-117.9265792174491,33.975507616286464,"POLYGON((-117.93199340052887 33.971003213357115,-117.92117293855797 33.97099662869327,-117.92116445204589 33.980011857105,-117.93198607894566 33.98001844248198,-117.93199340052887 33.971003213357115))"
889,-117.91575817391703,33.97550054600304,"POLYGON((-117.92117293855797 33.97099662869327,-117.91035247841404 33.97098907355601,-117.91034282697363 33.9800043011495,-117.92116445204589 33.980011857105,-117.92117293855797 33.97099662869327))"
890,-117.90493713233754,33.97549250519377,"POLYGON((-117.91035247841404 33.97098907355601,-117.89953202034776 33.97098054794559,-117.89952120397975 33.97999577461573,-117.91034282697363 33.9800043011495,-117.91035247841404 33.97098907355601))"
891,-117.8941160929615,33.97548349385893,"POLYGON((-117.89953202034776 33.97098054794559,-117.88871156460999 33.97097105186232,-117.88869958331509 33.97998627750401,-117.89952120397975 33.97999577461573,-117.89953202034776 33.97098054794559))"
892,-117.88329505603976,33.975473511998835,"POLYGON((-117.88871156460999 33.97097105186232,-117.87789111145148 33.97096058530651,-117.87787796523054 33.97997580981465,-117.88869958331509 33.97998627750401,-117.88871156460999 33.97097105186232))"
893,-117.87247402182302,33.97546255961384,"POLYGON((-117.87789111145148 33.97096058530651,-117.86707066112297 33.970949148278535,-117.86705634997689 33.979964371548014,-117.87787796523054 33.97997580981465,-117.87789111145148 33.97096058530651))"
894,-117.86165299056226,33.97545063670432,"POLYGON((-117.86707066112297 33.970949148278535,-117.85625021387528 33.9709367407788,-117.8562347378051 33.979951962704526,-117.86705634997689 33.979964371548014,-117.86707066112297 33.970949148278535))"
895,-117.85083196250815,33.97543774327071,"POLYGON((-117.85625021387528 33.9709367407788,-117.84542976995915 33.97092336280775,-117.84541312896592 33.97993858328458,-117.8562347378051 33.979951962704526,-117.85625021387528 33.9709367407788))"
896,-117.84001093791159,33.97542387931343,"POLYGON((-117.84542976995915 33.97092336280775,-117.83460932962541 33.970909014365816,-117.83459152371027 33.979924233288685,-117.84541312896592 33.97993858328458,-117.84542976995915 33.97092336280775))"
897,-117.82918991702337,33.97540904483301,"POLYGON((-117.83460932962541 33.970909014365816,-117.82378889312479 33.97089369545354,-117.82376992228897 33.979908912717335,-117.83459152371027 33.979924233288685,-117.83460932962541 33.970909014365816))"
898,-117.81836890009431,33.97539323982991,"POLYGON((-117.82378889312479 33.97089369545354,-117.81296846070806 33.97087740607144,-117.81294832495293 33.97989262157103,-117.82376992228897 33.979908912717335,-117.82378889312479 33.97089369545354))"
899,-118.43521269681717,33.98376031813578,"POLYGON((-118.44059998286116 33.97923314556949,-118.42977855303428 33.97927217705598,-118.42982482737926 33.988287331050984,-118.44064742232221 33.98824829533779,-118.44059998286116 33.97923314556949))"
900,-118.42439067943981,33.98379886643322,"POLYGON((-118.42977855303428 33.97927217705598,-118.41895711324489 33.979310237989836,-118.41900222247055 33.98832539610645,-118.42982482737926 33.988287331050984,-118.42977855303428 33.97927217705598))"
901,-118.41356865222373,33.983836444124776,"POLYGON((-118.41895711324489 33.979310237989836,-118.40813566374376 33.97934732836969,-118.40817960784702 33.98836249050281,-118.41900222247055 33.98832539610645,-118.41895711324489 33.979310237989836))"
902,-118.4027466154198,33.983873051209144,"POLYGON((-118.40813566374376 33.97934732836969,-118.3973142047818 33.97938344819424,-118.39735698375955 33.98839861423879,-118.40817960784702 33.98836249050281,-118.40813566374376 33.97934732836969))"
903,-118.39192456927897,33.98390868768503,"POLYGON((-118.3973142047818 33.97938344819424,-118.38649273660981 33.979418597462264,-118.38653435045909 33.98843376731309,-118.39735698375955 33.98839861423879,-118.3973142047818 33.97938344819424))"
904,-118.38110251405202,33.9839433535512,"POLYGON((-118.38649273660981 33.979418597462264,-118.37567125947864 33.97945277617251,-118.37571170819653 33.98846794972454,-118.38653435045909 33.98843376731309,-118.38649273660981 33.979418597462264))"
905,-118.3702804499899,33.983977048806445,"POLYGON((-118.37567125947864 33.97945277617251,-118.3648497736391 33.97948598432378,-118.36488905722283 33.9885011614719,-118.37571170819653 33.98846794972454,-118.37567125947864 33.97945277617251))"
906,-118.35945837734342,33.98400977344958,"POLYGON((-118.3648497736391 33.97948598432378,-118.35402827934205 33.97951822191491,-118.35406639778888 33.98853340255405,-118.36488905722283 33.9885011614719,-118.3648497736391 33.97948598432378))"
907,-118.34863629636351,33.98404152747946,"POLYGON((-118.35402827934205 33.97951822191491,-118.34320677683831 33.97954948894478,-118.34324373014557 33.9885646729698,-118.35406639778888 33.98853340255405,-118.35402827934205 33.97951822191491))"
908,-118.3378142073011,33.984072310894966,"POLYGON((-118.34320677683831 33.97954948894478,-118.33238526637876 33.97957978541228,-118.33242105454391 33.98859497271811,-118.34324373014557 33.9885646729698,-118.34320677683831 33.97954948894478))"
909,-118.32699211040696,33.98410212369503,"POLYGON((-118.33238526637876 33.97957978541228,-118.32156374821423 33.97960911131637,-118.32159837123476 33.98862430179789,-118.33242105454391 33.98859497271811,-118.33238526637876 33.97957978541228))"
910,-118.31617000593205,33.98413096587861,"POLYGON((-118.32156374821423 33.97960911131637,-118.31074222259555 33.97963746665603,-118.31077568046905 33.98865266020813,-118.32159837123476 33.98862430179789,-118.32156374821423 33.97960911131637))"
911,-118.30534789412721,33.9841588374447,"POLYGON((-118.31074222259555 33.97963746665603,-118.29992068977354 33.97966485143026,-118.2999529824977 33.988680047947845,-118.31077568046905 33.98865266020813,-118.31074222259555 33.97963746665603))"
912,-118.29452577524337,33.98418573839234,"POLYGON((-118.29992068977354 33.97966485143026,-118.28909914999913 33.979691265638074,-118.28913027757166 33.988706465016094,-118.2999529824977 33.988680047947845,-118.29992068977354 33.97966485143026))"
913,-118.28370364953142,33.98421166872056,"POLYGON((-118.28909914999913 33.979691265638074,-118.27827760352308 33.979716709278605,-118.27830756594184 33.98873191141188,-118.28913027757166 33.988706465016094,-118.28909914999913 33.979691265638074))"
914,-118.27288151724215,33.98423662842846,"POLYGON((-118.27827760352308 33.979716709278605,-118.26745605059625 33.979741182350914,-118.26748484785918 33.988756387134366,-118.27830756594184 33.98873191141188,-118.27827760352308 33.979716709278605))"
