grid_id,lat,lon,geom,prediction
68,33.77697878072345,-118.22902579007985,"POLYGON((-118.23441091451429 33.77246091707876,-118.22361606797898 33.772481456578106,-118.22364008550286 33.78149648411637,-118.23443609145238 33.781475942386635,-118.23441091451429 33.77246091707876))",16.652178799517014
69,33.777036045634105,-118.19663948872929,"POLYGON((-118.20202635968313 33.77251963111279,-118.19123149842054 33.77253726614682,-118.19125203769214 33.781552299745385,-118.20204805837366 33.78153466279639,-118.20202635968313 33.77251963111279))",21.05131465053763
70,33.77705319752123,-118.18584404554107,"POLYGON((-118.19123149842054 33.77253726614682,-118.18043663274685 33.77255393302446,-118.18045601259807 33.78156896843287,-118.19125203769214 33.781552299745385,-118.19123149842054 33.77253726614682))",20.53795476574501
71,33.77706938119909,-118.17504859806554,"POLYGON((-118.18043663274685 33.77255393302446,-118.16964176291108 33.77256963174512,-118.16965998334057 33.78158466885823,-118.18045601259807 33.78156896843287,-118.18043663274685 33.77255393302446))",23.371600228494632
72,33.77708459666713,-118.16425314655176,"POLYGON((-118.16964176291108 33.77256963174512,-118.15884688916219 33.772584362308265,-118.15886395016871 33.78159940102096,-118.16965998334057 33.78158466885823,-118.16964176291108 33.77256963174512))",22.28568850806452
73,33.777098843924826,-118.15345769124883,"POLYGON((-118.15884688916219 33.772584362308265,-118.14805201174923 33.772598124713355,-118.14806791333156 33.78161316492051,-118.15886395016871 33.78159940102096,-118.15884688916219 33.772584362308265))",21.742680846774178
74,33.77711212297166,-118.14266223240568,"POLYGON((-118.14805201174923 33.772598124713355,-118.13725713092114 33.77261091895993,-118.13727187307825 33.781625960556404,-118.14806791333156 33.78161316492051,-118.14805201174923 33.772598124713355))",18.8522722782258
75,33.77712443380721,-118.13186677027142,"POLYGON((-118.13725713092114 33.77261091895993,-118.12646224692698 33.77262274504757,-118.12647582965778 33.78163778792821,-118.13727187307825 33.781625960556404,-118.13725713092114 33.77261091895993))",17.8795307109255
76,33.777135776430995,-118.12107130509504,"POLYGON((-118.12646224692698 33.77262274504757,-118.11566736001573 33.772633602975795,-118.11567978331932 33.781648647035496,-118.12647582965778 33.78163778792821,-118.12646224692698 33.77262274504757))",17.710209093221962
77,33.77714615084265,-118.11027583712568,"POLYGON((-118.11566736001573 33.772633602975795,-118.10487247043642 33.77264349274428,-118.10488373431188 33.78165853787789,-118.11567978331932 33.781648647035496,-118.11566736001573 33.772633602975795))",17.171901508071905
78,33.78554118359081,-118.40179491572223,"POLYGON((-118.40717128167229 33.78101559210017,-118.39637539215293 33.78105162586218,-118.39641796919508 33.7900666156575,-118.40721501834021 33.790030577983075,-118.40717128167229 33.78101559210017))",11.607894809206252
79,33.78557673516091,-118.3909984418065,"POLYGON((-118.39637539215293 33.78105162586218,-118.38557949348868 33.78108669138019,-118.3856209109021 33.79010168498277,-118.39641796919508 33.7900666156575,-118.39637539215293 33.78105162586218))",12.085107929442874
80,33.78561131843383,-118.38020195886902,"POLYGON((-118.38557949348868 33.78108669138019,-118.37478358592857 33.781120788652984,-118.37482384371043 33.7901357859577,-118.3856209109021 33.79010168498277,-118.38557949348868 33.78108669138019))",12.612888135302194
81,33.78564493340836,-118.36940546715876,"POLYGON((-118.37478358592857 33.781120788652984,-118.3639876697217 33.78115391767935,-118.36402676786919 33.790168918581095,-118.37482384371043 33.7901357859577,-118.37478358592857 33.781120788652984))",12.725283611308047
82,33.78567758008331,-118.35860896692492,"POLYGON((-118.3639876697217 33.78115391767935,-118.35319174511713 33.78118607845811,-118.35322968362755 33.790201082851745,-118.36402676786919 33.790168918581095,-118.3639876697217 33.78115391767935))",13.80698743936843
83,33.785709258457544,-118.3478124584166,"POLYGON((-118.35319174511713 33.78118607845811,-118.34239581236395 33.781217270988186,-118.34243259123465 33.790232278768585,-118.35322968362755 33.790201082851745,-118.35319174511713 33.78118607845811))",14.919650536046605
84,33.78573996852996,-118.33701594188284,"POLYGON((-118.34239581236395 33.781217270988186,-118.33159987171116 33.781247495268445,-118.33163549093963 33.7902625063305,-118.34243259123465 33.790232278768585,-118.34239581236395 33.781217270988186))",15.879678710748262
85,33.78576971029948,-118.32621941757284,"POLYGON((-118.33159987171116 33.781247495268445,-118.32080392340791 33.78127675129785,-118.32083838299165 33.79029176553642,-118.33163549093963 33.7902625063305,-118.33159987171116 33.781247495268445))",16.06252032372534
86,33.785798483765056,-118.31542288573564,"POLYGON((-118.32080392340791 33.78127675129785,-118.3100079677032 33.78130503907541,-118.31004126763986 33.79032005638534,-118.32083838299165 33.79029176553642,-118.32080392340791 33.78127675129785))",15.92565538306452
87,33.785826288925705,-118.30462634662035,"POLYGON((-118.3100079677032 33.78130503907541,-118.29921200484615 33.78133235860007,-118.2992441451334 33.790347378876234,-118.31004126763986 33.79032005638534,-118.3100079677032 33.78130503907541))",18.76422741935483
88,33.78585312578043,-118.29382980047613,"POLYGON((-118.29921200484615 33.78133235860007,-118.28841603508582 33.781358709870915,-118.28844701572142 33.7903737330082,-118.2992441451334 33.790347378876234,-118.29921200484615 33.78133235860007))",18.503569354838707
89,33.7858789943283,-118.28303324755207,"POLYGON((-118.28841603508582 33.781358709870915,-118.27762005867123 33.781384092887,-118.2776498796531 33.790399118780286,-118.28844701572142 33.7903737330082,-118.28841603508582 33.781358709870915))",18.525526209677416
90,33.7859038945684,-118.27223668809728,"POLYGON((-118.27762005867123 33.781384092887,-118.26682407585156 33.78140850764746,-118.26685273717756 33.79042353619159,-118.2776498796531 33.790399118780286,-118.27762005867123 33.781384092887))",20.853062903225794
91,33.785927826499865,-118.26144012236084,"POLYGON((-118.26682407585156 33.78140850764746,-118.2560280868758 33.78143195415142,-118.25605558854399 33.79044698524131,-118.26685273717756 33.79042353619159,-118.26682407585156 33.78140850764746))",19.385102312788028
92,33.78595079012189,-118.25064355059195,"POLYGON((-118.2560280868758 33.78143195415142,-118.24523209199305 33.78145443239809,-118.2452584340015 33.79046946592856,-118.25605558854399 33.79044698524131,-118.2560280868758 33.78143195415142))",17.72738702076932
93,33.78597278543361,-118.23984697303969,"POLYGON((-118.24523209199305 33.78145443239809,-118.23443609145238 33.781475942386635,-118.2344612737993 33.79049097825258,-118.2452584340015 33.79046946592856,-118.24523209199305 33.78145443239809))",17.414812809730602
94,33.785993812434285,-118.22905038995307,"POLYGON((-118.23443609145238 33.781475942386635,-118.22364008550286 33.78149648411637,-118.2236641081865 33.790511522212626,-118.2344612737993 33.79049097825258,-118.23443609145238 33.781475942386635))",17.25750812695704
95,33.78601387112321,-118.2182538015814,"POLYGON((-118.22364008550286 33.78149648411637,-118.2128440743936 33.781516057586515,-118.2128669374123 33.79053109780801,-118.2236641081865 33.790511522212626,-118.22364008550286 33.78149648411637))",17.247102065522963
96,33.78603296149965,-118.20745720817364,"POLYGON((-118.2128440743936 33.781516057586515,-118.20204805837366 33.78153466279639,-118.20206976172581 33.79054970503797,-118.2128669374123 33.79053109780801,-118.2128440743936 33.781516057586515))",18.907398981374808
97,33.786051083562924,-118.19666060997896,"POLYGON((-118.20204805837366 33.78153466279639,-118.19125203769214 33.781552299745385,-118.19127258137623 33.790567343901905,-118.20206976172581 33.79054970503797,-118.20204805837366 33.78153466279639))",20.88543008064516
98,33.786068237312435,-118.18586400724656,"POLYGON((-118.19125203769214 33.781552299745385,-118.18045601259807 33.78156896843287,-118.18047539661272 33.79058401439921,-118.19127258137623 33.790567343901905,-118.19125203769214 33.781552299745385))",21.667620303379415
99,33.78608442274758,-118.17506740022543,"POLYGON((-118.18045601259807 33.78156896843287,-118.16965998334057 33.78158466885823,-118.1696782076844 33.790599716529265,-118.18047539661272 33.79058401439921,-118.18045601259807 33.78156896843287))",24.760919758064535
100,33.78609963986774,-118.16427078916479,"POLYGON((-118.16965998334057 33.78158466885823,-118.15886395016871 33.78159940102096,-118.15888101484047 33.79061445029155,-118.1696782076844 33.790599716529265,-118.16965998334057 33.78158466885823))",24.683981048387082
101,33.786113888672446,-118.15347417431367,"POLYGON((-118.15886395016871 33.78159940102096,-118.14806791333156 33.78161316492051,-118.14808381833011 33.79062821568551,-118.15888101484047 33.79061445029155,-118.15886395016871 33.78159940102096))",23.547385685483857
102,33.78612716916117,-118.14267755592128,"POLYGON((-118.14806791333156 33.78161316492051,-118.13727187307825 33.781625960556404,-118.13728661840241 33.79064101271072,-118.14808381833011 33.79062821568551,-118.14806791333156 33.78161316492051))",23.539056814516133
103,33.78613948133345,-118.1318809342367,"POLYGON((-118.13727187307825 33.781625960556404,-118.12647582965778 33.78163778792821,-118.12648941530662 33.790652841366686,-118.13728661840241 33.79064101271072,-118.13727187307825 33.781625960556404))",18.352041927803388
104,33.78615082518885,-118.12108430950904,"POLYGON((-118.12647582965778 33.78163778792821,-118.11567978331932 33.781648647035496,-118.11569220929182 33.79066370165302,-118.12648941530662 33.790652841366686,-118.12647582965778 33.78163778792821))",18.274441654185868
105,33.786161200726966,-118.11028768198746,"POLYGON((-118.11567978331932 33.781648647035496,-118.10488373431188 33.78165853787789,-118.10489500060723 33.79067359356933,-118.11569220929182 33.79066370165302,-118.11567978331932 33.781648647035496))",18.465213071125785
106,33.79459173203722,-118.39104044354616,"POLYGON((-118.39641796919508 33.7900666156575,-118.3856209109021 33.79010168498277,-118.38566233721423 33.79911668892254,-118.39646055538506 33.799081615790016,-118.39641796919508 33.7900666156575))",12.046423839618042
107,33.794626319064825,-118.38024280085394,"POLYGON((-118.3856209109021 33.79010168498277,-118.37482384371043 33.7901357859577,-118.37486411014183 33.79915079359958,-118.38566233721423 33.79911668892254,-118.3856209109021 33.79010168498277))",12.257882382614026
108,33.79465993768892,-118.36944514938612,"POLYGON((-118.37482384371043 33.7901357859577,-118.36402676786919 33.790168918581095,-118.36406587441708 33.799183929819954,-118.37486411014183 33.79915079359958,-118.37482384371043 33.7901357859577))",13.27355905123774
109,33.79469258790829,-118.35864748939197,"POLYGON((-118.36402676786919 33.790168918581095,-118.35322968362755 33.790201082851745,-118.35326763028924 33.79921609758247,-118.36406587441708 33.799183929819954,-118.36402676786919 33.790168918581095))",14.606850878419293
110,33.794724269721854,-118.34784982112068,"POLYGON((-118.35322968362755 33.790201082851745,-118.34243259123465 33.790232278768585,-118.34246937800748 33.79924729688602,-118.35326763028924 33.79921609758247,-118.35322968362755 33.790201082851745))",16.138008341493858
111,33.79475498312844,-118.33705214482136,"POLYGON((-118.34243259123465 33.790232278768585,-118.33163549093963 33.7902625063305,-118.33167111782106 33.79927752772952,-118.34246937800748 33.79924729688602,-118.34243259123465 33.790232278768585))",16.949064738383257
112,33.79478472812702,-118.32625446074327,"POLYGON((-118.33163549093963 33.7902625063305,-118.32083838299165 33.79029176553642,-118.32087284997922 33.79930679011191,-118.33167111782106 33.79927752772952,-118.33163549093963 33.7902625063305))",16.93575487858915
113,33.79481350471654,-118.31545676913565,"POLYGON((-118.32083838299165 33.79029176553642,-118.31004126763986 33.79032005638534,-118.31007457473117 33.79933508403216,-118.32087284997922 33.79930679011191,-118.32083838299165 33.79029176553642))",18.323396567263373
114,33.79484131289597,-118.30465907024751,"POLYGON((-118.31004126763986 33.79032005638534,-118.2992441451334 33.790347378876234,-118.29927629232617 33.799362409489305,-118.31007457473117 33.79933508403216,-118.31004126763986 33.79032005638534))",28.100641935483868
115,33.794868152664364,-118.2938613643282,"POLYGON((-118.2992441451334 33.790347378876234,-118.28844701572142 33.7903737330082,-118.28847800301342 33.799388766482345,-118.29927629232617 33.799362409489305,-118.2992441451334 33.790347378876234))",20.216978629032255
116,33.79489402402076,-118.28306365162683,"POLYGON((-118.28844701572142 33.7903737330082,-118.2776498796531 33.790399118780286,-118.27767970704214 33.799414155010375,-118.28847800301342 33.799388766482345,-118.28844701572142 33.7903737330082))",17.89004838709677
